Tên sản phẩm,Danh Mục,Thương hiệu,JSON Attributes,Link Shop,Giá
Quần Kaki AVANCOMAN Minimalist Straight Pants Dáng Đứng Tối Giản Cho Nam Nữ,Quần kaki,AVANCOMAN,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Kaki Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Minimalist, Unisex"",""Mẫu"":""Màu be trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Dễ phối đồ, unisex"",""Hoàn cảnh"":""Mặc hàng ngày, Đi học"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Cúc gài kim loại"",""Kiểu quần"":""Ống đứng""}",null,320.000 đ
Quần kaki thun nam AVANCOMAN co giãn 4 chiều màu đen basic mặc đi học đi làm AV-K02,Quần kaki,AVANCOMAN,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Kaki thun co giãn cực tốt"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Năng động"",""Mẫu"":""Đen trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Siêu co giãn, không bai dão"",""Hoàn cảnh"":""Mặc đi làm, Thể thao nhẹ"",""Chiều dài quần"":""Dài vừa vặn"",""Kiểu nút"":""Khóa kéo"",""Kiểu quần"":""Slimfit""}",null,340.000 đ
Quần kaki túi hộp nam BOO ống rộng rút dây gấu quần phong cách Y2K cực chất đi quẩy,Quần kaki,BOO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""BOO"",""Chất liệu"":""Kaki dù nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Y2K, Streetwear"",""Mẫu"":""Túi hộp, Gấu rút dây (Parachute)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Chống bụi, form phồng cá tính"",""Hoàn cảnh"":""Đi quẩy, Sự kiện âm nhạc"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Parachute Pants"",""Rất lớn"":""Có""}",null,550.000 đ
Quần Kaki Nam BOO Wash Bụi Bặm Dáng Baggy Trẻ Trung Năng Động BOO-K10,Quần kaki,BOO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""BOO"",""Chất liệu"":""Kaki thô Wash"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Bụi bặm, Đường phố"",""Mẫu"":""Wash bạc màu"",""Mùa"":""Bốn mùa"",""Tính năng"":""Độc bản, mềm mại do đã qua xử lý Wash"",""Hoàn cảnh"":""Đi chơi, Lên phố"",""Chiều dài quần"":""Qua mắt cá"",""Kiểu nút"":""Cúc gài"",""Kiểu quần"":""Baggy""}",null,490.000 đ
Quần Kaki BOO Oversized Parachute Pants Phong Cách Đường Phố Unisex B-K99,Quần kaki,BOO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""BOO"",""Chất liệu"":""Kaki pha Nylon"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetstyle, Unisex"",""Mẫu"":""Trơn khối lớn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Nhẹ, rộng rãi, cản gió nhẹ"",""Hoàn cảnh"":""Chụp ảnh OOTD, Dạo phố"",""Chiều dài quần"":""Dài thùng thình"",""Kiểu nút"":""Dây rút cạp"",""Kiểu quần"":""Oversize""}",null,520.000 đ
Quần Kaki Ống Rộng Nam Nữ BOO Cơ Bản Thêu Logo Gấu Dễ Thương BOO-K88,Quần kaki,BOO,"{""Danh Mục"":""Quần kaki"",""Thương hiệu"":""BOO"",""Chất liệu"":""Kaki Cotton dày dặn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Dễ thương"",""Mẫu"":""Thêu logo Gấu BOO"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, đường may chắc chắn"",""Hoàn cảnh"":""Đi học, Hẹn hò, Mặc đôi"",""Chiều dài quần"":""Dài"",""Kiểu nút"":""Khóa kéo"",""Kiểu quần"":""Ống rộng (Wide Leg)""}",null,450.000 đ
Quần short nam kaki trơn cao cấp vải mềm co giãn nhẹ AVANCOMAN,Quần short,AVANCOMAN,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Kaki mềm co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Co giãn nhẹ, Thoáng mát"",""Hoàn cảnh"":""Hằng ngày, Đi chơi, Dạo phố"",""Chiều dài quần"":""Quần lửng"",""Kiểu quần"":""Quần short kaki""}",https://shopee.vn/Qu%E1%BA%A7n-short-nam-kaki-tr%C6%A1n-cao-c%E1%BA%A5p-v%E1%BA%A3i-m%E1%BB%81m-co-gi%C3%A3n-nh%E1%BA%B9-ki%E1%BB%83u-d%C3%A1ng-l%E1%BB%ADng-m%E1%BA%B7c-c%E1%BB%B1c-%C4%91%E1%BA%B9p-AVANCOMAN-i.198069764.28705945999?extraParams=%7B%22display_model_id%22%3A256240927940%2C%22model_selection_logic%22%3A3%7D,100.000đ
Quần short nam ROWAY vải kaki co giãn nhẹ form regular,Quần short,ROWAY,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""ROWAY"",""Chất liệu"":""Kaki co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Trẻ trung"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Co giãn nhẹ, Thoáng mát, Bền màu"",""Hoàn cảnh"":""Hằng ngày, Đi chơi, Dạo phố"",""Chiều dài quần"":""Quần ngắn / Quần lửng"",""Kiểu quần"":""Regular short""}",https://shopee.vn/Qu%E1%BA%A7n-short-nam-ROWAY-v%E1%BA%A3i-kaki-co-gi%C3%A3n-nh%E1%BA%B9-form-regular-short-i.358123846.7684367796?extraParams=%7B%22display_model_id%22%3A168125245878%2C%22model_selection_logic%22%3A3%7D,155.000 đ
Quần short ROWAY vải âu cotton thoáng mát cạp chun,Quần short,ROWAY,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""ROWAY"",""Chất liệu"":""Vải âu cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Thoải mái"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng mát, Co giãn nhẹ"",""Hoàn cảnh"":""Hằng ngày, Đi chơi, Mặc nhà"",""Chiều dài quần"":""Quần ngắn"",""Kiểu quần"":""Quần short chun""}",https://shopee.vn/-MUA-2-GI%E1%BA%A2M-20-Qu%E1%BA%A7n-short-ROWAY-v%E1%BA%A3i-%C3%A2u-cotton-tho%C3%A1ng-m%C3%A1t-Qu%E1%BA%A7n-short-chun-i.358123846.23741886755?extraParams=%7B%22display_model_id%22%3A194281559007%2C%22model_selection_logic%22%3A3%7D,155.000 đ
Quần short kaki TORANO form basic bọc viền dây dệt sườn FSBK012,Quần short,TORANO,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""TORANO"",""Chất liệu"":""97% Cotton, 3% Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Năng động"",""Mẫu"":""Trơn, Bọc viền dây dệt sườn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thấm hút mồ hôi, Co giãn, Bền màu, Không bai xù"",""Hoàn cảnh"":""Hằng ngày, Đi chơi, Thể thao"",""Chiều dài quần"":""Quần ngắn"",""Kiểu nút"":""Lưng chun / Cạp chun"",""Kiểu quần"":""Slimfit hơi ôm""}",https://shopee.vn/Qu%E1%BA%A7n-short-kaki-TORANO-form-basic-b%E1%BB%8Dc-vi%E1%BB%81n-d%C3%A2y-d%E1%BB%87t-s%C6%B0%E1%BB%9Dn-ch%E1%BA%A5t-li%E1%BB%87u-cao-c%E1%BA%A5p-b%E1%BB%81n-m%C3%A0u-FSBK012-i.835435.21124880437?extraParams=%7B%22display_model_id%22%3A49411357943%2C%22model_selection_logic%22%3A3%7D,263.000đ
Quần Short Gió BOOLAAB Boxer phối cạp chất liệu gió cao cấp,Quần short,BOO,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""BOOLAAB (BOO)"",""Chất liệu"":""Vải gió cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Đường phố"",""Mẫu"":""Phối cạp Boxer"",""Mùa"":""Mùa hè"",""Tính năng"":""Cản gió, Nhẹ, Thoáng khí, Nhanh khô"",""Hoàn cảnh"":""Đi chơi, Thể thao, Hằng ngày"",""Chiều dài quần"":""Quần ngắn"",""Kiểu nút"":""Cạp chun phối""}",https://shopee.vn/Qu%E1%BA%A7n-Short-Gi%C3%B3-BOOLAAB-Boxer-ph%E1%BB%91i-c%E1%BA%A1p-ch%E1%BA%A5t-li%E1%BB%87u-gi%C3%B3-cao-c%E1%BA%A5p-i.17271526.41557017387?extraParams=%7B%22display_model_id%22%3A258587824773%2C%22model_selection_logic%22%3A3%7D,349.000 đ
Quần short kaki ARMCEO co giãn cao cấp vừa thanh lịch vừa thoải mái N02,Quần short,ARMCEO,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""ARMCEO"",""Chất liệu"":""Kaki co giãn cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Trẻ trung, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Co giãn thoải mái, Giữ form tốt, Bền màu"",""Hoàn cảnh"":""Đi chơi, Dạo phố, Du lịch, Hằng ngày"",""Chiều dài quần"":""Quần ngắn (Short)"",""Kiểu nút"":""Nút cài và khóa kéo"",""Kiểu quần"":""Ống đứng vừa vặn""}",https://shopee.vn/Qu%E1%BA%A7n-short-kaki-ARMCEO-co-gi%C3%A3n-cao-c%E1%BA%A5p-v%E1%BB%ABa-thanh-l%E1%BB%8Bch-v%E1%BB%ABa-tho%E1%BA%A3i-m%C3%A1i-N02-i.842092370.29585988719?extraParams=%7B%22display_model_id%22%3A216065732556%2C%22model_selection_logic%22%3A3%7D,189.000đ
[NEW] Quần short nam Chất liệu Jean Cao Cấp Form Regular thoải mái linh hoạt POLOMANOR,Quần short,POLOMANOR,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Jean (Denim) cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Năng động, Trẻ trung, Casual"",""Mẫu"":""Trơn / Denim"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Form Regular thoải mái, Bền bỉ, Linh hoạt, Dễ phối đồ"",""Hoàn cảnh"":""Đi chơi, Dạo phố, Hằng ngày, Du lịch"",""Chiều dài quần"":""Quần ngắn (Short)"",""Kiểu nút"":""Nút cài và khóa kéo"",""Kiểu quần"":""Ống suông vừa vặn (Regular fit)""}",https://shopee.vn/-DEAL-S%E1%BB%90C-size-29-Qu%E1%BA%A7n-d%C3%A0i-t%C3%A2y-nam-CLASSIC-PANTS-BST-Social-Circle-v%E1%BA%A3i-t%C3%A2y-cao-c%E1%BA%A5p-ki%E1%BB%83u-d%C3%A1ng-x%E1%BA%BFp-li-POLOMANOR-i.225909574.29405616325?extraParams=%7B%22display_model_id%22%3A256216931358%2C%22model_selection_logic%22%3A3%7D&sp_atk=4896c56c-7165-41a2-936d-7f03ddddb156&xptdk=4896c56c-7165-41a2-936d-7f03ddddb156,299.000đ
Quần short kaki nam Atrastino co giãn dầy dặn mềm mịn form ngắn trên gối trẻ trung short 001,Quần short,ATRASTINO,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""Atrastino"",""Chất liệu"":""Kaki co giãn dày dặn, mềm mịn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Năng động, Casual"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Form ngắn trên gối, Co giãn thoải mái, Giữ form tốt"",""Hoàn cảnh"":""Đi chơi, Dạo phố, Du lịch, Mặc hằng ngày"",""Chiều dài quần"":""Quần ngắn (Short trên gối)"",""Kiểu nút"":""Nút cài và khóa kéo"",""Kiểu quần"":""Ống đứng vừa vặn (Regular fit)""}",https://shopee.vn/Qu%E1%BA%A7n-short-kaki-nam-Atrastino-co-gi%C3%A3n-d%E1%BA%A7y-d%E1%BA%B7n-m%E1%BB%81m-m%E1%BB%8Bn-form-ng%E1%BA%AFn-tr%C3%AAn-g%E1%BB%91i-tr%E1%BA%BB-trung-short-001-i.182478864.18984519010?extraParams=%7B%22display_model_id%22%3A128751242724%2C%22model_selection_logic%22%3A3%7D,189.000đ
Quần short nam IVY đùi vải nỉ chân cua co giãn 4 chiều phong cách thể thao mặc nhà tập gym năng động,Quần short,IVY,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""IVY"",""Chất liệu"":""Nỉ chân cua (80% Cotton, 20% Polyester)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Casual"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thoáng khí, co giãn tốt, không xù lông"",""Hoàn cảnh"":""Mặc nhà, Tập thể thao, Chạy bộ"",""Chiều dài quần"":""Trên đầu gối"",""Rất lớn"":""Có (đến 3XL)"",""Kiểu nút"":""Dây rút"",""Kiểu quần"":""Quần short đùi""}",null,185.000 đ
Quần short kaki nam IVY dáng basic công sở thanh lịch vải dày dặn không nhăn form slimfit tôn dáng,Quần short,IVY,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""IVY"",""Chất liệu"":""Kaki cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Hàn Quốc"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Không nhăn, giữ form tốt"",""Hoàn cảnh"":""Đi làm, Đi chơi, Hẹn hò"",""Chiều dài quần"":""Ngang gối"",""Kiểu nút"":""Nút cài và khóa kéo"",""Kiểu quần"":""Quần short Kaki""}",null,200.000 đ
Quần short jean nam IVY xanh basic rách gối cá tính chất bò denim co giãn phong cách đường phố trẻ trung,Quần short,IVY,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""IVY"",""Chất liệu"":""Denim co giãn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear"",""Mẫu"":""Rách/Washed"",""Mùa"":""Bốn mùa"",""Tính năng"":""Bền màu, co giãn nhẹ"",""Hoàn cảnh"":""Đi chơi, dạo phố, party"",""Chiều dài quần"":""Ngang gối"",""Kiểu nút"":""Nút kim loại"",""Kiểu quần"":""Quần short Denim""}",null,220.000 đ
Quần short gió nam IVY tập gym chạy bộ 2 lớp lót trong chống lộ vải dù cao cấp nhanh khô siêu nhẹ,Quần short,IVY,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""IVY"",""Chất liệu"":""Vải dù, Polyester"",""Xuất xứ"":""Indonesia"",""Phong cách"":""Thể thao chuyên dụng"",""Mẫu"":""Logo ép nhiệt"",""Mùa"":""Mùa hè"",""Tính năng"":""Nhanh khô, kháng khuẩn, chống tia UV"",""Hoàn cảnh"":""Tập Gym, Chạy bộ, Đá bóng"",""Chiều dài quần"":""Trên đầu gối"",""Rất lớn"":""Có"",""Kiểu nút"":""Chun co giãn"",""Kiểu quần"":""Quần short gió""}",null,150.000 đ
Quần short đũi nam VIMAX ống rộng phong cách vintage vải đũi xước tự nhiên thoáng mát đi biển cực chất,Quần short,VIMAX,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Đũi xước thiên nhiên"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Vintage, Minimalist"",""Mẫu"":""Vân xước"",""Mùa"":""Mùa hè"",""Tính năng"":""Mát, thấm hút mồ hôi cực tốt"",""Hoàn cảnh"":""Đi biển, du lịch, mặc nhà"",""Chiều dài quần"":""Ngang gối"",""Rất lớn"":""Có"",""Kiểu nút"":""Dây buộc"",""Kiểu quần"":""Quần short đũi""}",null,190.000 đ
Quần short túi hộp nam VIMAX Cargo Shorts vải kaki dày dặn túi hộp tiện lợi phong cách lính khỏe khoắn,Quần short,VIMAX,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Kaki Canvas"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Military, Outdoor"",""Mẫu"":""Nhiều túi"",""Mùa"":""Bốn mùa"",""Tính năng"":""Bền bỉ, nhiều ngăn chứa đồ"",""Hoàn cảnh"":""Dã ngoại, làm việc, đi chơi"",""Chiều dài quần"":""Qua đầu gối"",""Rất lớn"":""Có"",""Kiểu nút"":""Cúc bấm"",""Kiểu quần"":""Quần Cargo""}",null,250.000 đ
Quần short nam VIMAX thun lạnh mặc nhà họa tiết hoạt hình dễ thương vải mềm mịn không phai màu,Quần short,VIMAX,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Thun lạnh"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Cute"",""Mẫu"":""In hình/Họa tiết"",""Mùa"":""Mùa hè"",""Tính năng"":""Mát lạnh, không nhăn"",""Hoàn cảnh"":""Mặc ngủ, mặc nhà"",""Chiều dài quần"":""Đùi ngắn"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Quần đùi thun""}",null,199.000 đ
Quần short nam VENI đi biển họa tiết Tropical hoa lá sặc sỡ vải dù nhanh khô đi bơi đi du lịch mùa hè,Quần short,VENI,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""VENI"",""Chất liệu"":""Polyester kháng nước"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Du lịch"",""Mẫu"":""Họa tiết Tropical"",""Mùa"":""Mùa hè"",""Tính năng"":""Nhanh khô, nhẹ"",""Hoàn cảnh"":""Đi biển, hồ bơi"",""Chiều dài quần"":""Trên đầu gối"",""Rất lớn"":""Có"",""Kiểu nút"":""Dây rút"",""Kiểu quần"":""Quần Boardshort""}",null,245.000 đ
Quần short tây nam VENI vải tuyết mưa cao cấp phong cách Hàn Quốc phối sơ mi cực đẹp lịch lãm,Quần short,VENI,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""VENI"",""Chất liệu"":""Vải tuyết mưa (Vitex)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Smart Casual"",""Mẫu"":""Trơn kẻ chìm"",""Mùa"":""Bốn mùa"",""Tính năng"":""Giữ ly, không bám bụi"",""Hoàn cảnh"":""Tiệc nhẹ, đi chơi sang trọng"",""Chiều dài quần"":""Ngang gối"",""Kiểu nút"":""Móc cài"",""Kiểu quần"":""Quần short âu""}",null,219.000 đ
Quần short nam VENI jogger vải nỉ tăm co giãn dáng lửng trẻ trung năng động mặc hàng ngày,Quần short,VENI,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""VENI"",""Chất liệu"":""Nỉ tăm"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Basic, Năng động"",""Mẫu"":""Gân tăm"",""Mùa"":""Thu Đông"",""Tính năng"":""Co giãn, giữ nhiệt nhẹ"",""Hoàn cảnh"":""Dạo phố, cafe, mặc nhà"",""Chiều dài quần"":""Ngang gối"",""Rất lớn"":""Có"",""Kiểu nút"":""Dây rút cạp chun"",""Kiểu quần"":""Quần short jogger""}",null,219.000 đ
Quần short nam Adidas thể thao tập gym đánh cầu lông vải thun poly mềm nhẹ tản nhiệt cực nhanh,Quần short,Adidas,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Thun Poly (Công nghệ AEROREADY)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao chuyên dụng"",""Mẫu"":""Trơn phối 3 sọc"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, thấm hút mồ hôi, nhẹ nhàng"",""Hoàn cảnh"":""Đánh cầu lông, Tập Gym, Chạy bộ"",""Chiều dài quần"":""Trên đầu gối"",""Kiểu nút"":""Cạp chun dây rút"",""Kiểu quần"":""Short thể thao""}",null,650.000 đ
Quần Short Adidas Originals 3-Stripes Casual Shorts Năng Động Mặc Hàng Ngày AD-S05,Quần short,Adidas,"{""Danh Mục"":""Quần short"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Cotton French Terry (Nỉ chân cua)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thường ngày, Năng động"",""Mẫu"":""3 sọc dọc viền hông"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mềm mại, thoải mái"",""Hoàn cảnh"":""Dạo phố, Mặc nhà, Cafe"",""Chiều dài quần"":""Ngang gối"",""Kiểu nút"":""Cạp chun"",""Kiểu quần"":""Short nỉ thun""}",null,750.000 đ
Quần lót nam tam giác OWEN cotton co giãn 4 chiều kháng khuẩn thông thoáng thấm hút mồ hôi,Quần lót,OWEN,"{""Danh Mục"":""Quần tam giác"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Cotton Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cơ bản, Nam tính"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Kháng khuẩn, co giãn 4 chiều, thấm hút mồ hôi"",""Hoàn cảnh"":""Mặc hàng ngày, Vận động""}",null,65.000 đ
Quần Lót Tam Giác Nam OWEN Premium Cotton Soft Ôm Body Thoải Mái OW-TG01,Quần lót,OWEN,"{""Danh Mục"":""Quần tam giác"",""Thương hiệu"":""OWEN"",""Chất liệu"":""Premium Cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch"",""Mẫu"":""Trơn phối lưng thun chữ"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mềm mịn, không gây kích ứng"",""Hoàn cảnh"":""Hằng ngày""}",null,85.000 đ
Quần lót tam giác nam ROWAY phong cách thể thao năng động vải thun lạnh cực mát mặc tập gym,Quần lót,ROWAY,"{""Danh Mục"":""Quần tam giác"",""Thương hiệu"":""ROWAY"",""Chất liệu"":""Thun lạnh (Ice Silk)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Trơn phối màu"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoát nhiệt nhanh, nhẹ, nhanh khô"",""Hoàn cảnh"":""Tập gym, Thể thao ngoài trời""}",null,55.000 đ
ROWAY Active Briefs Quần Lót Tam Giác Nam Thể Thao Co Giãn Đa Chiều RW-TG05,Quần lót,ROWAY,"{""Danh Mục"":""Quần tam giác"",""Thương hiệu"":""ROWAY"",""Chất liệu"":""Poly Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Mạnh mẽ"",""Mẫu"":""In logo thể thao"",""Mùa"":""Bốn mùa"",""Tính năng"":""Hỗ trợ vận động, co giãn cực tốt"",""Hoàn cảnh"":""Chơi bóng đá, Chạy bộ""}",null,70.000 đ
Quần lót tam giác nam SUKIYA phong cách Nhật Bản vải đũi nhẹ tênh tối giản thoáng mát mùa hè,Quần lót,SUKIYA,"{""Danh Mục"":""Quần tam giác"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Vải đũi pha cotton"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Nhật Bản, Tối giản"",""Mẫu"":""Màu sắc trung tính"",""Mùa"":""Mùa hè"",""Tính năng"":""Siêu thoáng, nhẹ nhàng"",""Hoàn cảnh"":""Mặc hàng ngày""}",null,60.000 đ
Quần Lót Tam Giác Nam SUKIYA Zen Briefs Cotton Tự Nhiên Kháng Khuẩn SK-TG09,Quần lót,SUKIYA,"{""Danh Mục"":""Quần tam giác"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Cotton hữu cơ (Organic)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Zen, Tự nhiên"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""An toàn cho da nhạy cảm, kháng khuẩn"",""Hoàn cảnh"":""Mặc hằng ngày""}",null,75.000 đ
